link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0019590875657173384, -0.003474452127740776, 0.5499621160074405]","[-0.003731595364062283, -0.006618004052348388, 0.7399278400141732]","[-0.0877727646254357, 0.17976064862291108, 0.6919686938985866]","[-0.21385498887468607, 0.32061974479751465, 0.6283567629953705]","[-0.20735323571013195, 0.3847708513292085, 0.7063814561158593]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.2045937475124023, 0.047077597684135754, 0.3450098178731418]","[-0.38970237621430914, 0.0896716146355426, 0.34954251023451643]","[-0.31014457340947627, 0.2836161715575561, 0.337049918302048]","[-0.18354850600148967, 0.43586555761808576, 0.3130072445525588]","[-0.26396170121295637, 0.4390870638355229, 0.25161644773761627]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.13594829908093278, 0.05055891518073195, 0.4918613053833951]","[0.25894914110683626, 0.09630269558146465, 0.629259629301732]","[0.35111903147173673, 0.124926436460646, 0.44275120384002886]","[0.4743007503020282, 0.10684122115698606, 0.28691898915565994]","[0.49500735253934575, 0.2045857001676441, 0.2707096262218322]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.07232225230906672, -0.11687065613618378, 0.4987789077782109]","[-0.13775667106566447, -0.22261077359221612, 0.6424360148156654]","[-0.23006661734134737, -0.31727171440564084, 0.8055868042801907]","[-0.30005094164216506, -0.35538197523525983, 0.9884372687905557]","[-0.3873692390455866, -0.37218150080829004, 0.9400763250540164]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.09618952379623713, -0.041389462283465996, 0.5220288106969296]","[-0.1832181405639248, -0.07883707101699375, 0.6867215441846085]","[-0.24212509613744942, -0.036670778687825895, 0.8838305860276195]","[-0.3536226071576954, -0.00482112025408904, 1.046121664938151]","[-0.3182946198122678, 0.021677981453751466, 1.1371997683373698]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.16378375540510584, -0.11450408518599065, 0.4045267071926023]","[-0.31196905791501045, -0.2181030194011176, 0.46290801370023216]","[-0.22792286358102648, -0.3995882759320844, 0.5269340933854928]","[-0.17436248037477833, -0.5915197903779416, 0.5357697661566844]","[-0.1820205639369735, -0.6224994070264552, 0.6318275982603998]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.19561372070416927, 0.06148754698114043, 0.29467281347233953]","[0.37259756324632376, 0.11711913710604921, 0.2536625018521137]","[0.3936352042956162, 0.3105404948811886, 0.17463341849982678]","[0.4718309719532281, 0.47541120695731565, 0.09408802620487555]","[0.40444363552494494, 0.5068699483717494, 0.0254237379778708]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.1613441942337826, -0.12814829146920342, 0.2994282563774304]","[-0.30732227473042995, -0.24409198375158747, 0.2627204883379243]","[-0.5066415155021092, -0.2686843533921838, 0.32409683242635645]","[-0.7008837559617971, -0.3139961763360948, 0.32522852262266144]","[-0.7587300740751202, -0.31525814092687837, 0.4082809213002664]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.07815789329290472, 0.05236849714887028, 0.5277468620839871]","[-0.14887217770022385, 0.09974951837955383, 0.6976130706361835]","[-0.29993413863182317, 0.2270519316201542, 0.6263783912825194]","[-0.39481690793639646, 0.3839323226349059, 0.547827178662002]","[-0.4952461979600582, 0.3965280213314366, 0.5487194116413808]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18574426255464685, 0.03725960662202772, 0.4306134131483974]","[-0.3537985953419848, 0.07097067928096167, 0.5125969774255543]","[-0.5325256140525846, 0.08840363705918583, 0.6214672891084165]","[-0.6843265676415645, 0.16368333229383475, 0.7267000215392282]","[-0.6309367876387498, 0.08821665402042765, 0.7679286749447076]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.07817875080242526, 0.18717297105278013, 0.2856459584736569]","[0.14891190628947146, 0.3565199448627876, 0.23646849233073725]","[0.24149308314181453, 0.5442701687814473, 0.2197778029762401]","[0.3412549370117491, 0.701174564615559, 0.1475761888643232]","[0.25789892192290936, 0.7500968890833425, 0.17764063492903606]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.16443031603342195, -0.10629173632851777, 0.4159258714630121]","[-0.31320060196792965, -0.2024604501503467, 0.4846207075485577]","[-0.4298888139099467, -0.3766415043504553, 0.4725865249209865]","[-0.4864777423995537, -0.5658890375978054, 0.4448817539926557]","[-0.5694405731050708, -0.5484916984341257, 0.3895645657836403]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.1489927955288623, -0.11668430573473774, 0.24897297282841274]","[0.28379580100791696, -0.22225582044637654, 0.1666151863397984]","[0.20525121702839932, -0.3703519977903392, 0.04013091623639779]","[0.11311609010047197, -0.5344375344196285, -0.025986744453110305]","[0.05958533311730704, -0.4767871598212256, -0.08967647961878006]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.16345500921832948, -0.10497927733148094, 0.26023903653794145]","[-0.31134287470209526, -0.19996052824966518, 0.18807435531040093]","[-0.4629424343141685, -0.21632984589085452, 0.0436803839494492]","[-0.558794098568974, -0.22507429594614545, -0.13102074098343283]","[-0.6043350200766984, -0.15056527619788815, -0.07983558254486664]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.04608950730191059, -0.15228707905283156, 0.4770562033263135]","[-0.08778953771880801, -0.29007062676700424, 0.6010594349072935]","[-0.08980054506867577, -0.48490530371045654, 0.6793882578895095]","[-0.03106017946133005, -0.6601999653733779, 0.7542604225489961]","[-0.09680704833321746, -0.6691897584465396, 0.8306935492287585]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.19603635009152562, -0.0651369759024208, 0.3777746451085945]","[-0.3734025716026193, -0.12407043029121043, 0.4119517049687128]","[-0.5225397729824728, -0.2459991991600482, 0.4955667184932865]","[-0.6219717870228831, -0.36674102947466575, 0.6193373733196378]","[-0.6504708991427549, -0.4339589673172824, 0.5492300310467696]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.129267503913828, -0.16498685850526207, 0.3530095715706983]","[0.2462238169794538, -0.31426068286659403, 0.36478013632510037]","[0.4536363123155612, -0.3471002851604107, 0.36605186728455247]","[0.6362348626484564, -0.40673754181067, 0.4197701792047561]","[0.6536979077767214, -0.44688272744665797, 0.3285073931137089]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.033441491745440546, -0.19712585243375166, 0.40421109664307564]","[-0.06369807951420967, -0.3754778141596944, 0.46230685074867817]","[-0.056280837195977595, -0.581542955199635, 0.502083001449595]","[-0.08957401727953673, -0.7607227151262167, 0.5831426572135825]","[-0.10205176775680375, -0.8159038462605702, 0.4992091209497006]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.19403491652592042, -0.05878302650199525, 0.2852733432042044]","[0.36959031719248936, -0.11196766952671666, 0.23575874896035134]","[0.41029785022168996, 0.09386192184460371, 0.2269794511187352]","[0.44444939537718015, 0.2780335021828997, 0.15843026469623192]","[0.44031580730542713, 0.36076496225606464, 0.21660164050784034]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.03829091173775319, -0.11481032421033194, 0.5116170024589932]","[-0.07293506997754513, -0.21868633182887887, 0.666889528493343]","[0.03429275730584683, -0.3205839965002685, 0.8159501168143343]","[0.10900585043177465, -0.3749469206075259, 0.9927186552991705]","[0.1356110495872672, -0.4716636461860033, 1.006265919645674]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1571549830552348, -0.10773737647153087, 0.2517108782921674]","[-0.2993428248676537, -0.2052140504212056, 0.17183024436606886]","[-0.49811190553454426, -0.27292633740528666, 0.16940150761118267]","[-0.6917075882302373, -0.2954067755816586, 0.21182592912741371]","[-0.725879463351595, -0.29294588193881804, 0.11658036779687755]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14392942081201704, -0.08868006922718688, 0.4645799628615237]","[-0.2741512777376436, -0.1689144175747898, 0.5772951673553149]","[-0.17872151148707952, -0.21548190523322897, 0.7584708522761778]","[-0.09020958357291033, -0.31608046120654987, 0.9062208409496109]","[-0.06600768001145046, -0.277119453089954, 0.9964527516605136]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.12344008472863355, 0.1694219238009212, 0.32740011040593525]","[-0.23512397091093246, 0.32270842628801877, 0.3160002102970587]","[-0.360904589029371, 0.4482995245705415, 0.4278309401432564]","[-0.4655612422495751, 0.5273927258092572, 0.5780831962146977]","[-0.5198044310147605, 0.6127090133556994, 0.5731539415167459]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.20106547064842892, 0.05353771960633623, 0.31160300909816196]","[-0.3829818488543847, 0.10197660877307349, 0.28591049352026954]","[-0.5353283888972256, 0.13492462911579564, 0.4266405887112791]","[-0.7024624224288474, 0.19982988496526857, 0.5140363128547697]","[-0.744056846534765, 0.13666312547449785, 0.5813070671149401]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.08216710864570423, -0.1684205290946999, 0.24522082699101883]","[0.15650877837359833, -0.32080100779900456, 0.1594682418876198]","[0.08558948458646132, -0.4030833045286869, 0.33919046481406334]","[-0.023730764194572845, -0.43697136188361685, 0.5025464343259296]","[0.06790199522577975, -0.42656879502568434, 0.5442682991425701]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.007151467215938748, 0.14500096638496773, 0.49173521761306715]","[-0.013621842315143212, 0.27619231692376545, 0.629019462120155]","[-0.08718755297792077, 0.4712227589593406, 0.6545383354120671]","[-0.16445030349413486, 0.6359751502098165, 0.7362182408963377]","[-0.21865184999655984, 0.6960894113643318, 0.6754403011271072]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.01681689173785516, -0.10885520921188967, 0.5187952336605005]","[0.03203217473784718, -0.20734325564180361, 0.6805623498295456]","[0.21850339043877393, -0.28852330531528214, 0.7328909772721799]","[0.35963975848922325, -0.40159040366322885, 0.8170387454226409]","[0.3659297294549528, -0.301344127737087, 0.8295531542456789]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05062999619782027, -0.17977503821036456, 0.4360080159229982]","[0.09643808799674852, -0.3424286442099832, 0.5228724112818665]","[-0.04270148354605832, -0.40905870873457917, 0.3803921876284333]","[-0.2113433119089831, -0.434619938920801, 0.27699466716601195]","[-0.22503711346844818, -0.5236069642376564, 0.23074232534305839]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.04219873146995673, -0.2047625960466512, 0.32021247052908275]","[0.08037853613234042, -0.3900239924700033, 0.3023094676744824]","[0.2718377510721419, -0.43351772829784785, 0.3768189567236805]","[0.43516665127934767, -0.5320583172549442, 0.4351105743465702]","[0.4864191924526313, -0.4901802853057761, 0.5116931928924604]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.04422917470428418, 0.19751779538077416, 0.3959508767839838]","[-0.08424604705486932, 0.37622437215404875, 0.44657309863619743]","[-0.2096504713013417, 0.5158005534766803, 0.3522745303183136]","[-0.29398597712923186, 0.6328206016181975, 0.2145127040030714]","[-0.3941660672264987, 0.636781829337719, 0.2284320510803445]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.20199707622962718, -0.05372782249675231, 0.31973914403487175]","[0.3847563356757158, -0.1023387095167233, 0.3014078933997166]","[0.5019916308010877, -0.2717477803398677, 0.26070835655092894]","[0.5611821857264699, -0.4505139254085082, 0.19495401384321784]","[0.6155498131071979, -0.3709138474976542, 0.16407556359751535]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.08422453301179705, -0.10800505680946618, 0.49918899378577863]","[0.1604276819279844, -0.2057239177317679, 0.6432171310205052]","[0.03183087700628623, -0.36318848884470856, 0.69582673668476]","[-0.03728225823484513, -0.5437501034534814, 0.7448712865044296]","[-0.12671899503214806, -0.5596248368015806, 0.700210868322591]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07391177163538097, 0.05559706759118423, 0.5285365112888762]","[0.14078432692400417, 0.10589917636492516, 0.699117164359747]","[0.06612750234465545, 0.165250645314751, 0.8862100869336015]","[-0.01768418016177843, 0.2725087730843497, 1.0320037284369303]","[0.07656687393623458, 0.24000005344850459, 1.0494797677208025]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.19021441769666406, 0.08879469116875591, 0.3341709245532175]","[0.3623131765654689, 0.16913274508250203, 0.32889699914902504]","[0.5708798955024619, 0.14666472941987982, 0.3191444597852738]","[0.7648233643302839, 0.1835203295574159, 0.2906473434832022]","[0.8139278943223186, 0.14136346449269802, 0.3684742916578321]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.15680047389154445, -0.07322830661720685, 0.45895892777493996]","[0.2986675693176414, -0.13948248879384623, 0.5665884338569961]","[0.4878849732622322, -0.1960945606919248, 0.6379456154148201]","[0.6635062603454851, -0.28847843287882946, 0.658116725522478]","[0.6074512257593692, -0.29556121998459806, 0.742099802534241]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.024410833184356252, -0.1373406469092468, 0.49697661586935526]","[0.046496825113980594, -0.26160123220795534, 0.6390030778463649]","[0.22779270845654015, -0.21299388009961986, 0.5448270299145404]","[0.37489401252500376, -0.11077904247960547, 0.45708978975010617]","[0.468069590886134, -0.1461979880385823, 0.47467671365848596]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.012570452771171095, 0.04633467841742061, 0.5444384535577443]","[-0.02394371956322751, 0.0882565303191031, 0.7294065782052362]","[-0.04070393968364652, 0.11847751952552726, 0.9365436990525154]","[-0.009103008895344933, 0.1844737454735471, 1.1220979211384892]","[-0.09474404674677796, 0.1953029641954297, 1.17495462040739]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.08522327811544994, -0.17196129538216945, 0.25475737124101017]","[0.16233005355241142, -0.327545324537893, 0.1776330880781505]","[0.2833893425457823, -0.46770235159631307, 0.07863482387839367]","[0.3827628739850282, -0.6346413013544945, 0.03345984957924619]","[0.340094565826108, -0.6335638801173311, -0.05832111055047309]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.07490228687404424, 0.09708501402576204, 0.5104821030860892]","[-0.1426710226179832, 0.1849238362390037, 0.6647278154020518]","[-0.21737137098514106, 0.30034286219700235, 0.8234675596400088]","[-0.242467203628518, 0.4468090585194492, 0.9565177100298903]","[-0.3387346361128124, 0.4631677651379509, 0.983172243615223]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0983279866065803, 0.12126921462081858, 0.4804470883825862]","[0.18729140305944683, 0.23098898023073688, 0.6075182635858493]","[0.10875641739759302, 0.29488100898541814, 0.7915021343156047]","[0.019017856560228447, 0.40430759469852945, 0.9320628081828345]","[-0.012605704620657132, 0.3656620699725649, 1.0201080454015143]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.20421215411906085, -0.0038934807852443057, 0.2911918355453935]","[0.38897553165536247, -0.007416153875725406, 0.2470320677054732]","[0.5704940655629114, 0.0037032529218421857, 0.14202073193392764]","[0.7043165521795931, 0.014046531079802482, -0.00552264701841676]","[0.7248424561435645, -0.06645705038828924, 0.0522990672182968]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1070838409634047, 0.18039154707431382, 0.3304114261404597]","[-0.2039692208818764, 0.3436029468086932, 0.32173604979139114]","[-0.3496723467684529, 0.4941045467199304, 0.3069081190173978]","[-0.45942472232749443, 0.6565746353513999, 0.343546573668618]","[-0.4255824546719462, 0.6682623488806481, 0.2488703450133294]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.14602132323994965, 0.12800771455666282, 0.2600512778511496]","[0.27813585378975575, 0.24382421820385697, 0.18771671971643908]","[0.24838307278843558, 0.3294581136234256, -0.0017076925908394713]","[0.2735277430677629, 0.437619165763676, -0.167398435713254]","[0.18878080054196886, 0.4697061991906327, -0.21249686161025302]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.121612103851497, -0.026298052539026135, 0.5091712405507133]","[0.23164210257450762, -0.05009152864486142, 0.6622309343822879]","[0.3606060240444072, -0.0943354842758908, 0.8219518764945388]","[0.43860710515606366, -0.17691146642563194, 0.9859077501844389]","[0.5136706009891678, -0.13436551493924256, 1.0388303692185654]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.13745984425338292, -0.12681106953247234, 0.4355182907189308]","[-0.2618282747677307, -0.24154489434826226, 0.5219396013693568]","[-0.453665763060221, -0.3076091982297767, 0.5761049578094245]","[-0.6427098722965272, -0.3105177263580127, 0.6396530122814436]","[-0.6349639721983318, -0.3893263224710419, 0.7026982040914636]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.014569717998148326, 0.00548014779420989, 0.5494222798500867]","[-0.027751843805632594, 0.010438376751732998, 0.738899580666835]","[-0.21225516965644262, 0.03113686126615993, 0.8370326305980168]","[-0.35273791873903776, 0.03559206294808246, 0.9785573223947841]","[-0.42750500673952463, -0.014796607356061892, 0.9325534697636434]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.03706308372720884, -0.01094972987885885, 0.5464132535478522]","[-0.07059634995681481, -0.02085662833978038, 0.7331681019959164]","[-0.21805885535178735, -0.1079405006748568, 0.6116312405843849]","[-0.31112929818809837, -0.22758645129650862, 0.48198854248651957]","[-0.40819915582600624, -0.24444709023371386, 0.5051974113255104]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.05564187659437499, 0.06142501883641227, 0.5329532291256167]","[-0.1059845268457148, 0.11700003587947835, 0.7075299602392856]","[-0.22196880746301342, 0.183831667014143, 0.5457239661303903]","[-0.2763080934066366, 0.2577228434441782, 0.3686030299062313]","[-0.3066755794823661, 0.16587140464308686, 0.39837917773649567]"
